collection,corpus,size_requested,experiment_name,model_name,n_runs,n_docs,n_topics,vocab_size_mean,coherence_mean,coherence_std,perplexity_mean,perplexity_std,phi_sparsity_mean,phi_sparsity_std,topic_variance_mean,topic_variance_std,runtime_seconds_mean,runtime_seconds_std,use_llm_alignment,ctx_len,lr,max_iter,tol,batch_size,top_k,decor_tau,sparsity_tau,llm_reg_tau,llm_model_name,llm_batch_size,llm_target_metric,llm_temperature
bbc_100,bbc,100,baseline_cli,baseline,1,100,100,4393.0,-13.934616088867188,0.0,26.83063313551551,0.0,0.777992308139801,0.0,0.9947368502616882,0.0,214.90390880000268,0.0,False,5,0.1,100,0.001,10000,10,0.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2,128,cosine,1.0
